id, name, shortName, colorId, professor, eventType, groups, classroom, start, end, description, recurring, recurringType, recurringUntil, studyCode
534620,Multimedija,Multimedija,0,Bašić Martina,LABORATORIJSKA_VJEZBA,,B526,2024-03-13T18:00,2024-03-13T19:30,srijeda 13.3.2024. 18:00 - 19:30 (2 sata),true,WEEKLY,do 7.6.2024.,512
533003,Programiranje za internet,PZI,0,Šerić Ljiljana,PREDAVANJE,,A106,2024-03-14T08:15,2024-03-14T10:00,četvrtak 14.3.2024. 8:15 - 10:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
533051,Trgovačko pravo,TP,0,Ćesić Zlatko,PREDAVANJE,,A106,2024-03-14T10:15,2024-03-14T12:00,četvrtak 14.3.2024. 10:15 - 12:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
533039,Digitalna tehnika,DT,0,Pekić Vesna,AUDITORNA_VJEZBA,,C501,2024-03-15T13:15,2024-03-15T15:00,petak 15.3.2024. 13:15 - 15:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
532920,Komunikacijski sustavi,KS,0,Radić Joško,PREDAVANJE,,A104,2024-03-18T09:15,2024-03-18T12:00,ponedjeljak 18.3.2024. 9:15 - 12:00 (3 sata),true,WEEKLY,do 9.6.2024.,512
532932,Komunikacijski sustavi,KS,0,Radić Joško,AUDITORNA_VJEZBA,,A104,2024-03-19T09:15,2024-03-19T11:00,utorak 19.3.2024. 9:15 - 11:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
533028,Digitalna tehnika,DT,0,Čoko Duje,PREDAVANJE,,C501,2024-03-19T11:15,2024-03-19T14:00,utorak 19.3.2024. 11:15 - 14:00 (3 sata),true,WEEKLY,do 9.6.2024.,512
537452,Digitalna tehnika,DT,0,Kvesić Julija,LABORATORIJSKA_VJEZBA,Grupa 2,B419,2024-03-19T18:30,2024-03-19T20:00,utorak 19.3.2024. 18:30 - 20:00 (2 sata),true,WEEKLY,do 7.6.2024.,512
534610,Komunikacijski sustavi,KS,0,Babić Katarina,LABORATORIJSKA_VJEZBA,Grupa 1,A126 (TCR),2024-03-20T10:30,2024-03-20T12:00,srijeda 20.3.2024. 10:30 - 12:00 (2 sata),true,EVERY_TWO_WEEKS,do 7.6.2024.,512
532980,Multimedija,Multimedija,0,Russo Mladen,PREDAVANJE,,A302,2024-03-20T12:15,2024-03-20T14:00,srijeda 20.3.2024. 12:15 - 14:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
534621,Multimedija,Multimedija,0,Bašić Martina,LABORATORIJSKA_VJEZBA,,B526,2024-03-20T18:00,2024-03-20T19:30,srijeda 20.3.2024. 18:00 - 19:30 (2 sata),true,WEEKLY,do 7.6.2024.,512
533004,Programiranje za internet,PZI,0,Šerić Ljiljana,PREDAVANJE,,A106,2024-03-21T08:15,2024-03-21T10:00,četvrtak 21.3.2024. 8:15 - 10:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
533052,Trgovačko pravo,TP,0,Ćesić Zlatko,PREDAVANJE,,A106,2024-03-21T10:15,2024-03-21T12:00,četvrtak 21.3.2024. 10:15 - 12:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
535299,Programiranje za internet,PZI,0,Radomiljac Andrej,LABORATORIJSKA_VJEZBA,,B526,2024-03-21T19:30,2024-03-21T21:00,četvrtak 21.3.2024. 19:30 - 21:00 (2 sata),true,EVERY_TWO_WEEKS,do 7.6.2024.,512
533040,Digitalna tehnika,DT,0,Pekić Vesna,AUDITORNA_VJEZBA,,C501,2024-03-22T13:15,2024-03-22T15:00,petak 22.3.2024. 13:15 - 15:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
538274,Digitalna tehnika,DT,0,Pekić Vesna,AUDITORNA_VJEZBA,,C501,2024-03-22T15:15,2024-03-22T17:00,petak 22.3.2024. 15:15 - 17:00 (2 sata),false,ONCE,,512
